,c_netneh,transition,population,cdf
annees_2011_2014,TSE2,2,682707,0.9896699636
annees_2011_2014,TCG2,2,682759,0.989745344163
annees_2011_2014,TNJ4,0,682811,0.989820724726
annees_2011_2014,TRC3,0,682863,0.989896105289
annees_2011_2014,2700,2,682914,0.989970036226
annees_2011_2014,TPG1,3,682965,0.990043967163
annees_2011_2014,TCB1,1,683015,0.990116448474
annees_2011_2014,TRS4,3,683065,0.990188929784
annees_2011_2014,3006,1,683112,0.990257062217
annees_2011_2014,TCP2,0,683158,0.990323745022
annees_2011_2014,2802,1,683204,0.990390427828
annees_2011_2014,0340,1,683250,0.990457110634
annees_2011_2014,4223,0,683296,0.99052379344
annees_2011_2014,TCM2,0,683342,0.990590476246
annees_2011_2014,TAR2,3,683387,0.990655709425
annees_2011_2014,TTT2,3,683432,0.990720942605
annees_2011_2014,2642,1,683477,0.990786175785
annees_2011_2014,TRC1,2,683522,0.990851408964
annees_2011_2014,2650,0,683567,0.990916642144
annees_2011_2014,5865,1,683612,0.990981875323
annees_2011_2014,TOP2,2,683657,0.991047108503
annees_2011_2014,TPC2,1,683702,0.991112341683
annees_2011_2014,TNJ2,3,683746,0.991176125236
annees_2011_2014,TCJ3,2,683789,0.991238459163
annees_2011_2014,TMM1,2,683832,0.991300793091
annees_2011_2014,2335,2,683874,0.991361677391
annees_2011_2014,5725,1,683915,0.991421112066
annees_2011_2014,TTG1,3,683955,0.991479097115
annees_2011_2014,TCS1,3,683995,0.991537082163
annees_2011_2014,TNN2,2,684035,0.991595067212
annees_2011_2014,6013,0,684075,0.99165305226
annees_2011_2014,2437,0,684115,0.991711037309
annees_2011_2014,2611,3,684155,0.991769022358
annees_2011_2014,TRC2,1,684194,0.99182555778
annees_2011_2014,TTG3,1,684233,0.991882093202
annees_2011_2014,TAT3,1,684272,0.991938628625
annees_2011_2014,TOK2,2,684310,0.991993714421
annees_2011_2014,TPH1,0,684348,0.992048800217
annees_2011_2014,3121,3,684385,0.992102436387
annees_2011_2014,TTT3,3,684422,0.992156072557
annees_2011_2014,TOK1,3,684459,0.992209708727
annees_2011_2014,5855,1,684496,0.992263344897
annees_2011_2014,TOF1,1,684532,0.99231553144
annees_2011_2014,2812,1,684568,0.992367717984
annees_2011_2014,2649,0,684604,0.992419904528
annees_2011_2014,TAU1,2,684639,0.992470641445
annees_2011_2014,TSE1,3,684674,0.992521378363
annees_2011_2014,TRN1,1,684709,0.99257211528
annees_2011_2014,TPC1,1,684744,0.992622852198
annees_2011_2014,2803,1,684779,0.992673589115
annees_2011_2014,TCH1,0,684813,0.992722876406
annees_2011_2014,TCG1,3,684847,0.992772163698
annees_2011_2014,TAR3,3,684881,0.992821450989
annees_2011_2014,1312,1,684914,0.992869288654
annees_2011_2014,TPG2,3,684947,0.992917126319
annees_2011_2014,2455,0,684980,0.992964963984
annees_2011_2014,2717,2,685013,0.993012801649
annees_2011_2014,TTA2,3,685046,0.993060639314
annees_2011_2014,2459,2,685079,0.993108476979
annees_2011_2014,TPC1,0,685111,0.993154865018
annees_2011_2014,2258,0,685143,0.993201253057
annees_2011_2014,TRS2,0,685175,0.993247641096
annees_2011_2014,2724,0,685207,0.993294029135
annees_2011_2014,TPC2,0,685239,0.993340417173
annees_2011_2014,TCP1,2,685271,0.993386805212
annees_2011_2014,2621,0,685302,0.993431743625
annees_2011_2014,TON2,0,685333,0.993476682038
annees_2011_2014,4109,1,685364,0.99352162045
annees_2011_2014,TSE3,1,685395,0.993566558863
annees_2011_2014,TNN3,2,685425,0.993610047649
annees_2011_2014,TOF2,1,685455,0.993653536436
annees_2011_2014,1562,0,685485,0.993697025222
annees_2011_2014,TTT1,3,685515,0.993740514008
annees_2011_2014,TSP2,2,685545,0.993784002795
annees_2011_2014,TTA4,2,685575,0.993827491581
annees_2011_2014,TOD2,1,685605,0.993870980368
annees_2011_2014,TTU1,0,685634,0.993913019528
annees_2011_2014,TCJ1,3,685663,0.993955058688
annees_2011_2014,1451,2,685692,0.993997097848
annees_2011_2014,1312,0,685720,0.994037687382
annees_2011_2014,2821,1,685748,0.994078276916
annees_2011_2014,TNJ4,1,685776,0.99411886645
annees_2011_2014,2455,1,685804,0.994159455984
annees_2011_2014,TCA1,2,685832,0.994200045518
annees_2011_2014,TCG3,0,685860,0.994240635052
annees_2011_2014,4301,0,685888,0.994281224586
annees_2011_2014,TPC3,0,685916,0.99432181412
annees_2011_2014,3122,1,685944,0.994362403654
annees_2011_2014,2657,0,685972,0.994402993188
annees_2011_2014,4324,1,685999,0.994442133096
annees_2011_2014,4348,0,686026,0.994481273004
annees_2011_2014,5845,0,686053,0.994520412912
annees_2011_2014,1316,2,686079,0.994558103193
annees_2011_2014,TOP1,3,686105,0.994595793475
annees_2011_2014,TOH1,2,686131,0.994633483756
annees_2011_2014,TOD1,2,686157,0.994671174038
annees_2011_2014,TCM2,1,686183,0.994708864319
annees_2011_2014,TOT2,1,686208,0.994745104975
annees_2011_2014,TMB1,0,686233,0.99478134563
annees_2011_2014,2649,2,686258,0.994817586285
annees_2011_2014,2661,3,686283,0.994853826941
annees_2011_2014,2657,2,686308,0.994890067596
annees_2011_2014,4304,3,686333,0.994926308251
annees_2011_2014,3125,2,686357,0.994961099281
annees_2011_2014,5735,0,686381,0.99499589031
annees_2011_2014,TCS1,0,686405,0.995030681339
annees_2011_2014,TAT2,3,686429,0.995065472368
annees_2011_2014,TCJ4,1,686453,0.995100263397
annees_2011_2014,TON2,2,686476,0.9951336048
annees_2011_2014,2804,0,686499,0.995166946203
annees_2011_2014,0640,1,686522,0.995200287606
annees_2011_2014,4301,1,686545,0.995233629009
annees_2011_2014,TOF2,0,686568,0.995266970412
annees_2011_2014,TCE2,1,686591,0.995300311815
annees_2011_2014,3009,1,686614,0.995333653218
annees_2011_2014,2621,1,686636,0.995365544994
annees_2011_2014,TPC1,2,686658,0.995397436771
annees_2011_2014,1315,0,686680,0.995429328548
annees_2011_2014,2732,1,686702,0.995461220324
annees_2011_2014,TCB1,2,686724,0.995493112101
annees_2011_2014,3006,2,686746,0.995525003878
annees_2011_2014,TMH2,3,686768,0.995556895654
annees_2011_2014,3005,3,686789,0.995587337805
annees_2011_2014,1412,2,686810,0.995617779955
annees_2011_2014,2622,0,686831,0.995648222106
annees_2011_2014,TOJ3,0,686852,0.995678664256
annees_2011_2014,TAT3,2,686873,0.995709106407
annees_2011_2014,2749,1,686894,0.995739548557
annees_2011_2014,TRA1,0,686915,0.995769990708
annees_2011_2014,2650,2,686936,0.995800432858
annees_2011_2014,TRL1,2,686957,0.995830875009
annees_2011_2014,TSE3,2,686978,0.995861317159
annees_2011_2014,2804,2,686998,0.995890309684
annees_2011_2014,TRC2,2,687018,0.995919302208
annees_2011_2014,1423,3,687038,0.995948294732
annees_2011_2014,0430,2,687058,0.995977287256
annees_2011_2014,2622,1,687078,0.996006279781
annees_2011_2014,TSP4,0,687098,0.996035272305
annees_2011_2014,2823,0,687118,0.996064264829
annees_2011_2014,1561,0,687138,0.996093257354
annees_2011_2014,TMB1,1,687158,0.996122249878
annees_2011_2014,TON1,3,687178,0.996151242402
annees_2011_2014,TMD3,0,687198,0.996180234926
annees_2011_2014,4108,0,687217,0.996207777824
annees_2011_2014,TCJ4,2,687236,0.996235320723
annees_2011_2014,TMA3,2,687255,0.996262863621
annees_2011_2014,TAS1,1,687274,0.996290406519
annees_2011_2014,2732,0,687293,0.996317949417
annees_2011_2014,TMP2,3,687312,0.996345492315
annees_2011_2014,4323,2,687331,0.996373035213
annees_2011_2014,5735,1,687349,0.996399128485
annees_2011_2014,2657,1,687367,0.996425221757
annees_2011_2014,4116,1,687385,0.996451315028
annees_2011_2014,5745,0,687403,0.9964774083
annees_2011_2014,4115,2,687421,0.996503501572
annees_2011_2014,TOA1,1,687439,0.996529594844
annees_2011_2014,2001,0,687457,0.996555688116
annees_2011_2014,TAD1,2,687475,0.996581781388
annees_2011_2014,TSP1,0,687493,0.99660787466
annees_2011_2014,2731,0,687511,0.996633967931
annees_2011_2014,TTA3,3,687529,0.996660061203
annees_2011_2014,3003,2,687546,0.996684704849
annees_2011_2014,2724,1,687563,0.996709348494
annees_2011_2014,TCJ2,3,687580,0.99673399214
annees_2011_2014,TTG4,0,687597,0.996758635786
annees_2011_2014,TCE2,2,687613,0.996781829805
annees_2011_2014,TRN1,2,687629,0.996805023825
annees_2011_2014,TSC1,2,687645,0.996828217844
annees_2011_2014,TSP1,1,687661,0.996851411863
annees_2011_2014,2440,3,687677,0.996874605883
annees_2011_2014,0650,2,687693,0.996897799902
annees_2011_2014,3129,0,687709,0.996920993922
annees_2011_2014,3008,3,687725,0.996944187941
annees_2011_2014,2319,1,687741,0.996967381961
annees_2011_2014,5715,2,687757,0.99699057598
annees_2011_2014,TSP3,2,687772,0.997012320373
annees_2011_2014,0340,2,687787,0.997034064766
annees_2011_2014,TCH2,0,687802,0.99705580916
annees_2011_2014,TTH4,3,687817,0.997077553553
annees_2011_2014,TOF1,0,687832,0.997099297946
annees_2011_2014,3130,0,687847,0.997121042339
annees_2011_2014,TTU1,1,687862,0.997142786732
annees_2011_2014,1251,2,687877,0.997164531126
annees_2011_2014,TMP3,0,687891,0.997184825893
annees_2011_2014,TNJ4,2,687905,0.99720512066
annees_2011_2014,2602,1,687919,0.997225415427
annees_2011_2014,2334,3,687933,0.997245710194
annees_2011_2014,2813,1,687947,0.997266004961
annees_2011_2014,TRD2,0,687961,0.997286299728
annees_2011_2014,2822,0,687975,0.997306594495
annees_2011_2014,2817,1,687989,0.997326889262
annees_2011_2014,4223,1,688003,0.997347184029
annees_2011_2014,4437,3,688017,0.997367478796
annees_2011_2014,4104,0,688030,0.997386323936
annees_2011_2014,2768,0,688043,0.997405169077
annees_2011_2014,TRD2,1,688056,0.997424014218
annees_2011_2014,TOJ3,1,688069,0.997442859359
annees_2011_2014,3009,2,688082,0.997461704499
annees_2011_2014,2456,0,688095,0.99748054964
annees_2011_2014,TMD3,1,688108,0.997499394781
annees_2011_2014,TRS1,0,688121,0.997518239922
annees_2011_2014,1252,1,688133,0.997535635436
annees_2011_2014,TPH2,1,688145,0.997553030951
annees_2011_2014,5910,0,688157,0.997570426466
annees_2011_2014,1461,1,688169,0.99758782198
annees_2011_2014,2458,2,688181,0.997605217495
annees_2011_2014,TPG4,2,688193,0.997622613009
annees_2011_2014,2821,0,688205,0.997640008524
annees_2011_2014,TAU2,3,688217,0.997657404038
annees_2011_2014,TOP2,3,688229,0.997674799553
annees_2011_2014,TOF3,0,688241,0.997692195068
annees_2011_2014,TOH2,1,688253,0.997709590582
annees_2011_2014,TEQ2,2,688265,0.997726986097
annees_2011_2014,TAS1,2,688277,0.997744381611
annees_2011_2014,TPH1,2,688289,0.997761777126
annees_2011_2014,5725,2,688300,0.997777723014
annees_2011_2014,2258,1,688311,0.997793668902
annees_2011_2014,TPH2,0,688322,0.997809614791
annees_2011_2014,TTU2,0,688333,0.997825560679
annees_2011_2014,TTG3,2,688344,0.997841506568
annees_2011_2014,5845,2,688355,0.997857452456
annees_2011_2014,2452,2,688366,0.997873398344
annees_2011_2014,TAD2,0,688377,0.997889344233
annees_2011_2014,TCG3,2,688388,0.997905290121
annees_2011_2014,2665,1,688399,0.997921236009
annees_2011_2014,TPG3,3,688410,0.997937181898
annees_2011_2014,2801,3,688421,0.997953127786
annees_2011_2014,TOK3,1,688432,0.997969073674
annees_2011_2014,TMD2,3,688443,0.997985019563
annees_2011_2014,TMP3,1,688454,0.998000965451
annees_2011_2014,1326,3,688465,0.998016911339
annees_2011_2014,TPC2,2,688475,0.998031407602
annees_2011_2014,TAS1,0,688485,0.998045903864
annees_2011_2014,TTU2,1,688495,0.998060400126
annees_2011_2014,TOA1,0,688505,0.998074896388
annees_2011_2014,2643,1,688515,0.99808939265
annees_2011_2014,2453,2,688525,0.998103888912
annees_2011_2014,TSC2,0,688535,0.998118385174
annees_2011_2014,TOK3,0,688545,0.998132881437
annees_2011_2014,2642,0,688555,0.998147377699
annees_2011_2014,TTG2,3,688565,0.998161873961
annees_2011_2014,2767,0,688575,0.998176370223
annees_2011_2014,2631,2,688585,0.998190866485
annees_2011_2014,4108,1,688595,0.998205362747
annees_2011_2014,2430,3,688605,0.998219859009
annees_2011_2014,TRD2,2,688615,0.998234355271
annees_2011_2014,TRL2,2,688625,0.998248851534
annees_2011_2014,2621,2,688635,0.998263347796
annees_2011_2014,TOT1,2,688645,0.998277844058
annees_2011_2014,TPC3,1,688654,0.998290890694
annees_2011_2014,TMB1,3,688663,0.99830393733
annees_2011_2014,1315,1,688672,0.998316983966
annees_2011_2014,TOA1,2,688681,0.998330030602
annees_2011_2014,0550,1,688690,0.998343077238
annees_2011_2014,TOC1,1,688699,0.998356123873
annees_2011_2014,TOD2,2,688708,0.998369170509
annees_2011_2014,2803,0,688717,0.998382217145
annees_2011_2014,2719,3,688726,0.998395263781
annees_2011_2014,TNJ3,3,688735,0.998408310417
annees_2011_2014,TAD2,1,688744,0.998421357053
annees_2011_2014,TOF2,2,688753,0.998434403689
annees_2011_2014,2642,2,688762,0.998447450325
annees_2011_2014,2753,3,688771,0.998460496961
annees_2011_2014,TMD3,2,688780,0.998473543597
annees_2011_2014,3133,0,688789,0.998486590233
annees_2011_2014,3122,2,688798,0.998499636869
annees_2011_2014,5920,0,688807,0.998512683505
annees_2011_2014,2665,2,688816,0.99852573014
annees_2011_2014,3128,2,688825,0.998538776776
annees_2011_2014,2823,2,688834,0.998551823412
annees_2011_2014,4207,3,688843,0.998564870048
annees_2011_2014,TTM2,3,688851,0.998576467058
annees_2011_2014,2822,2,688859,0.998588064068
annees_2011_2014,3002,3,688867,0.998599661077
annees_2011_2014,2749,2,688875,0.998611258087
annees_2011_2014,TSC2,1,688883,0.998622855097
annees_2011_2014,4301,2,688891,0.998634452107
annees_2011_2014,3123,0,688899,0.998646049116
annees_2011_2014,TOF1,2,688907,0.998657646126
annees_2011_2014,TSP1,2,688915,0.998669243136
annees_2011_2014,TSE2,3,688923,0.998680840145
annees_2011_2014,2457,2,688931,0.998692437155
annees_2011_2014,3125,3,688939,0.998704034165
annees_2011_2014,TOJ2,3,688947,0.998715631175
annees_2011_2014,TOC1,0,688955,0.998727228184
annees_2011_2014,0423,0,688963,0.998738825194
annees_2011_2014,1561,2,688971,0.998750422204
annees_2011_2014,0221,0,688979,0.998762019213
annees_2011_2014,TRN1,0,688986,0.998772166597
annees_2011_2014,0550,0,688993,0.99878231398
annees_2011_2014,2802,0,689000,0.998792461364
annees_2011_2014,TCH1,1,689007,0.998802608747
annees_2011_2014,TRN3,0,689014,0.998812756131
annees_2011_2014,TCH1,2,689021,0.998822903514
annees_2011_2014,1612,1,689028,0.998833050898
annees_2011_2014,TEB1,0,689035,0.998843198281
annees_2011_2014,0221,1,689042,0.998853345665
annees_2011_2014,TCE3,1,689049,0.998863493048
annees_2011_2014,5710,0,689056,0.998873640432
annees_2011_2014,2631,3,689063,0.998883787815
annees_2011_2014,0342,2,689070,0.998893935199
annees_2011_2014,TPU1,0,689077,0.998904082582
annees_2011_2014,2257,2,689084,0.998914229966
annees_2011_2014,TCM3,0,689091,0.998924377349
annees_2011_2014,2767,1,689098,0.998934524733
annees_2011_2014,TMP3,2,689105,0.998944672116
annees_2011_2014,5920,1,689112,0.9989548195
annees_2011_2014,TRC3,1,689119,0.998964966883
annees_2011_2014,2023,1,689125,0.998973664641
annees_2011_2014,2802,2,689131,0.998982362398
annees_2011_2014,TRN2,1,689137,0.998991060155
annees_2011_2014,TRD1,1,689143,0.998999757912
annees_2011_2014,TCG2,3,689149,0.99900845567
annees_2011_2014,2437,2,689155,0.999017153427
annees_2011_2014,2812,0,689161,0.999025851184
annees_2011_2014,1506,0,689167,0.999034548942
annees_2011_2014,2813,2,689173,0.999043246699
annees_2011_2014,TAU1,3,689179,0.999051944456
annees_2011_2014,4109,0,689185,0.999060642213
annees_2011_2014,TRS1,2,689191,0.999069339971
annees_2011_2014,TTU2,2,689197,0.999078037728
annees_2011_2014,2641,1,689203,0.999086735485
annees_2011_2014,TOK2,3,689209,0.999095433243
annees_2011_2014,TON2,3,689215,0.999104131
annees_2011_2014,1506,1,689220,0.999111379131
annees_2011_2014,5855,0,689225,0.999118627262
annees_2011_2014,2700,3,689230,0.999125875393
annees_2011_2014,1562,2,689235,0.999133123524
annees_2011_2014,0211,1,689240,0.999140371655
annees_2011_2014,2730,0,689245,0.999147619786
annees_2011_2014,2458,3,689250,0.999154867917
annees_2011_2014,2803,2,689255,0.999162116048
annees_2011_2014,1412,3,689260,0.999169364179
annees_2011_2014,TOH2,2,689265,0.999176612311
annees_2011_2014,2460,3,689270,0.999183860442
annees_2011_2014,4115,3,689275,0.999191108573
annees_2011_2014,4109,2,689280,0.999198356704
annees_2011_2014,3165,0,689285,0.999205604835
annees_2011_2014,2821,2,689290,0.999212852966
annees_2011_2014,TPH3,0,689295,0.999220101097
annees_2011_2014,1312,2,689300,0.999227349228
annees_2011_2014,0640,2,689305,0.999234597359
annees_2011_2014,1461,0,689310,0.99924184549
annees_2011_2014,0221,2,689314,0.999247643995
annees_2011_2014,2456,1,689318,0.9992534425
annees_2011_2014,2665,3,689322,0.999259241005
annees_2011_2014,2004,1,689326,0.99926503951
annees_2011_2014,0550,2,689330,0.999270838014
annees_2011_2014,2658,2,689334,0.999276636519
annees_2011_2014,2641,0,689338,0.999282435024
annees_2011_2014,2319,2,689342,0.999288233529
annees_2011_2014,2643,0,689346,0.999294032034
annees_2011_2014,2002,1,689350,0.999299830539
annees_2011_2014,TAJ4,3,689354,0.999305629044
annees_2011_2014,5865,2,689358,0.999311427548
annees_2011_2014,TCD1,0,689362,0.999317226053
annees_2011_2014,3130,1,689366,0.999323024558
annees_2011_2014,TRN3,1,689370,0.999328823063
annees_2011_2014,TPG4,3,689374,0.999334621568
annees_2011_2014,TRA1,1,689378,0.999340420073
annees_2011_2014,TEQ1,3,689382,0.999346218578
annees_2011_2014,3007,0,689386,0.999352017082
annees_2011_2014,TSP4,1,689390,0.999357815587
annees_2011_2014,5910,1,689394,0.999363614092
annees_2011_2014,TCG3,1,689398,0.999369412597
annees_2011_2014,3126,1,689402,0.999375211102
annees_2011_2014,TCP2,1,689406,0.999381009607
annees_2011_2014,TCH2,1,689410,0.999386808112
annees_2011_2014,3132,0,689414,0.999392606616
annees_2011_2014,TCJ3,3,689418,0.999398405121
annees_2011_2014,TAD1,3,689422,0.999404203626
annees_2011_2014,TCM2,2,689426,0.999410002131
annees_2011_2014,TTG4,1,689430,0.999415800636
annees_2011_2014,TRL1,3,689434,0.999421599141
annees_2011_2014,TNN2,3,689438,0.999427397646
annees_2011_2014,TRN2,2,689442,0.99943319615
annees_2011_2014,TOJ3,2,689446,0.999438994655
annees_2011_2014,TNN3,3,689450,0.99944479316
annees_2011_2014,TTU1,2,689454,0.999450591665
annees_2011_2014,5735,2,689458,0.99945639017
annees_2011_2014,2812,2,689462,0.999462188675
annees_2011_2014,TPC2,3,689466,0.99946798718
annees_2011_2014,5715,3,689470,0.999473785684
annees_2011_2014,4348,1,689474,0.999479584189
annees_2011_2014,TRN1,3,689477,0.999483933068
annees_2011_2014,TCE2,3,689480,0.999488281947
annees_2011_2014,1253,1,689483,0.999492630825
annees_2011_2014,2455,2,689486,0.999496979704
annees_2011_2014,1251,3,689489,0.999501328582
annees_2011_2014,TAD2,2,689492,0.999505677461
annees_2011_2014,TOH1,3,689495,0.99951002634
annees_2011_2014,TRD1,0,689498,0.999514375218
annees_2011_2014,TRA1,2,689501,0.999518724097
annees_2011_2014,2335,3,689504,0.999523072976
annees_2011_2014,TRC3,2,689507,0.999527421854
annees_2011_2014,TOF1,3,689510,0.999531770733
annees_2011_2014,TOD3,1,689513,0.999536119612
annees_2011_2014,TOD3,0,689516,0.99954046849
annees_2011_2014,TOK3,2,689519,0.999544817369
annees_2011_2014,TOC2,0,689522,0.999549166247
annees_2011_2014,TOT2,2,689525,0.999553515126
annees_2011_2014,TOC1,2,689528,0.999557864005
annees_2011_2014,1563,1,689531,0.999562212883
annees_2011_2014,TNJ4,3,689534,0.999566561762
annees_2011_2014,TMM1,3,689537,0.999570910641
annees_2011_2014,2001,2,689540,0.999575259519
annees_2011_2014,TMB1,2,689543,0.999579608398
annees_2011_2014,TPU1,1,689546,0.999583957277
annees_2011_2014,TMA2,3,689549,0.999588306155
annees_2011_2014,2724,2,689552,0.999592655034
annees_2011_2014,2258,2,689555,0.999597003913
annees_2011_2014,4323,3,689558,0.999601352791
annees_2011_2014,TEB1,1,689561,0.99960570167
annees_2011_2014,TCP1,3,689564,0.999610050548
annees_2011_2014,TRN2,0,689567,0.999614399427
annees_2011_2014,2257,3,689570,0.999618748306
annees_2011_2014,TSC3,1,689573,0.999623097184
annees_2011_2014,2814,1,689576,0.999627446063
annees_2011_2014,2641,2,689579,0.999631794942
annees_2011_2014,TSP2,3,689582,0.99963614382
annees_2011_2014,3129,1,689585,0.999640492699
annees_2011_2014,3133,1,689588,0.999644841578
annees_2011_2014,0211,0,689591,0.999649190456
annees_2011_2014,2817,2,689594,0.999653539335
annees_2011_2014,0430,3,689597,0.999657888214
annees_2011_2014,2603,0,689600,0.999662237092
annees_2011_2014,2657,3,689603,0.999666585971
annees_2011_2014,0540,1,689606,0.999670934849
annees_2011_2014,TTG4,2,689609,0.999675283728
annees_2011_2014,4122,1,689612,0.999679632607
annees_2011_2014,4132,0,689615,0.999683981485
annees_2011_2014,TOC2,1,689617,0.999686880738
annees_2011_2014,TEB4,1,689619,0.99968977999
annees_2011_2014,2023,2,689621,0.999692679243
annees_2011_2014,2212,0,689623,0.999695578495
annees_2011_2014,2650,3,689625,0.999698477748
annees_2011_2014,TSP4,2,689627,0.999701377
annees_2011_2014,1313,1,689629,0.999704276252
annees_2011_2014,3007,2,689631,0.999707175505
annees_2011_2014,2022,1,689633,0.999710074757
annees_2011_2014,1313,0,689635,0.99971297401
annees_2011_2014,3009,3,689637,0.999715873262
annees_2011_2014,TOD3,2,689639,0.999718772515
annees_2011_2014,TEB2,2,689641,0.999721671767
annees_2011_2014,2731,1,689643,0.999724571019
annees_2011_2014,TPU1,2,689645,0.999727470272
annees_2011_2014,1315,2,689647,0.999730369524
annees_2011_2014,2768,1,689649,0.999733268777
annees_2011_2014,TPH2,2,689651,0.999736168029
annees_2011_2014,TPH1,3,689653,0.999739067282
annees_2011_2014,TPC3,2,689655,0.999741966534
annees_2011_2014,1353,1,689657,0.999744865786
annees_2011_2014,TCP2,2,689659,0.999747765039
annees_2011_2014,2766,0,689661,0.999750664291
annees_2011_2014,2658,0,689663,0.999753563544
annees_2011_2014,0200,1,689665,0.999756462796
annees_2011_2014,1506,2,689667,0.999759362048
annees_2011_2014,2815,0,689669,0.999762261301
annees_2011_2014,2814,0,689671,0.999765160553
annees_2011_2014,0012,1,689673,0.999768059806
annees_2011_2014,TPC1,3,689675,0.999770959058
annees_2011_2014,2813,0,689677,0.999773858311
annees_2011_2014,2459,3,689679,0.999776757563
annees_2011_2014,4301,3,689681,0.999779656815
annees_2011_2014,4104,1,689683,0.999782556068
annees_2011_2014,2454,2,689685,0.99978545532
annees_2011_2014,TSC2,2,689687,0.999788354573
annees_2011_2014,TRD1,2,689689,0.999791253825
annees_2011_2014,0650,3,689691,0.999794153078
annees_2011_2014,5930,0,689693,0.99979705233
annees_2011_2014,TRD4,1,689695,0.999799951582
annees_2011_2014,5855,2,689697,0.999802850835
annees_2011_2014,2602,3,689699,0.999805750087
annees_2011_2014,TCB1,3,689701,0.99980864934
annees_2011_2014,2602,2,689703,0.999811548592
annees_2011_2014,4116,2,689705,0.999814447845
annees_2011_2014,4122,0,689707,0.999817347097
annees_2011_2014,TRL2,3,689709,0.999820246349
annees_2011_2014,4132,1,689711,0.999823145602
annees_2011_2014,4324,2,689713,0.999826044854
annees_2011_2014,3143,0,689715,0.999828944107
annees_2011_2014,TOF2,3,689717,0.999831843359
annees_2011_2014,TCJ4,3,689719,0.999834742612
annees_2011_2014,1253,0,689721,0.999837641864
annees_2011_2014,1253,2,689723,0.999840541116
annees_2011_2014,TSC1,3,689725,0.999843440369
annees_2011_2014,1252,0,689727,0.999846339621
annees_2011_2014,TRN3,2,689728,0.999847789248
annees_2011_2014,0640,3,689729,0.999849238874
annees_2011_2014,TRD4,2,689730,0.9998506885
annees_2011_2014,0342,3,689731,0.999852138126
annees_2011_2014,TOT1,3,689732,0.999853587752
annees_2011_2014,1312,3,689733,0.999855037379
annees_2011_2014,0422,1,689734,0.999856487005
annees_2011_2014,TOJ3,3,689735,0.999857936631
annees_2011_2014,0540,0,689736,0.999859386257
annees_2011_2014,TRC1,3,689737,0.999860835883
annees_2011_2014,TTU1,3,689738,0.99986228551
annees_2011_2014,TRD4,0,689739,0.999863735136
annees_2011_2014,0031,0,689740,0.999865184762
annees_2011_2014,TTG3,3,689741,0.999866634388
annees_2011_2014,TRN3,3,689742,0.999868084015
annees_2011_2014,0423,1,689743,0.999869533641
annees_2011_2014,TTA4,3,689744,0.999870983267
annees_2011_2014,TRD1,3,689745,0.999872432893
annees_2011_2014,1252,2,689746,0.999873882519
annees_2011_2014,1353,0,689747,0.999875332146
annees_2011_2014,TRN2,3,689748,0.999876781772
annees_2011_2014,TRC4,0,689749,0.999878231398
