,c_netneh,transition,population,cdf
annees_2011_2014,0211,2,689750,0.999879681024
annees_2011_2014,TRC4,1,689751,0.99988113065
annees_2011_2014,0423,2,689752,0.999882580277
annees_2011_2014,TPH3,1,689753,0.999884029903
annees_2011_2014,TPH3,2,689754,0.999885479529
annees_2011_2014,TSC2,3,689755,0.999886929155
annees_2011_2014,2717,3,689756,0.999888378782
annees_2011_2014,TOF3,1,689757,0.999889828408
annees_2011_2014,4112,1,689758,0.999891278034
annees_2011_2014,3132,1,689759,0.99989272766
annees_2011_2014,2622,3,689760,0.999894177286
annees_2011_2014,3141,0,689761,0.999895626913
annees_2011_2014,3141,1,689762,0.999897076539
annees_2011_2014,3141,2,689763,0.999898526165
annees_2011_2014,3165,2,689764,0.999899975791
annees_2011_2014,4108,2,689765,0.999901425417
annees_2011_2014,4122,3,689766,0.999902875044
annees_2011_2014,5845,3,689767,0.99990432467
annees_2011_2014,4327,1,689768,0.999905774296
annees_2011_2014,4328,0,689769,0.999907223922
annees_2011_2014,4328,1,689770,0.999908673549
annees_2011_2014,4328,2,689771,0.999910123175
annees_2011_2014,2457,3,689772,0.999911572801
annees_2011_2014,5710,2,689773,0.999913022427
annees_2011_2014,5735,3,689774,0.999914472053
annees_2011_2014,3130,2,689775,0.99991592168
annees_2011_2014,3128,3,689776,0.999917371306
annees_2011_2014,3127,0,689777,0.999918820932
annees_2011_2014,3126,0,689778,0.999920270558
annees_2011_2014,2730,1,689779,0.999921720184
annees_2011_2014,2732,2,689780,0.999923169811
annees_2011_2014,2749,3,689781,0.999924619437
annees_2011_2014,2767,2,689782,0.999926069063
annees_2011_2014,2814,2,689783,0.999927518689
annees_2011_2014,2815,1,689784,0.999928968316
annees_2011_2014,2658,1,689785,0.999930417942
annees_2011_2014,2817,0,689786,0.999931867568
annees_2011_2014,2821,3,689787,0.999933317194
annees_2011_2014,2822,3,689788,0.99993476682
annees_2011_2014,2823,3,689789,0.999936216447
annees_2011_2014,3006,3,689790,0.999937666073
annees_2011_2014,3010,0,689791,0.999939115699
annees_2011_2014,3112,0,689792,0.999940565325
annees_2011_2014,3123,2,689793,0.999942014951
annees_2011_2014,5745,1,689794,0.999943464578
annees_2011_2014,5910,2,689795,0.999944914204
annees_2011_2014,1451,3,689796,0.99994636383
annees_2011_2014,2003,1,689797,0.999947813456
annees_2011_2014,2017,2,689798,0.999949263083
annees_2011_2014,2017,1,689799,0.999950712709
annees_2011_2014,2017,0,689800,0.999952162335
annees_2011_2014,2014,2,689801,0.999953611961
annees_2011_2014,2013,1,689802,0.999955061587
annees_2011_2014,2012,1,689803,0.999956511214
annees_2011_2014,2012,0,689804,0.99995796084
annees_2011_2014,TMD3,3,689805,0.999959410466
annees_2011_2014,2452,3,689806,0.999960860092
annees_2011_2014,2001,3,689807,0.999962309718
annees_2011_2014,1612,3,689808,0.999963759345
annees_2011_2014,TOC1,3,689809,0.999965208971
annees_2011_2014,1561,3,689810,0.999966658597
annees_2011_2014,TOD1,3,689811,0.999968108223
annees_2011_2014,1506,3,689812,0.99996955785
annees_2011_2014,TOD2,3,689813,0.999971007476
annees_2011_2014,TMA3,3,689814,0.999972457102
annees_2011_2014,2212,1,689815,0.999973906728
annees_2011_2014,TEB3,2,689816,0.999975356354
annees_2011_2014,TEB3,1,689817,0.999976805981
annees_2011_2014,6013,1,689818,0.999978255607
annees_2011_2014,6013,2,689819,0.999979705233
annees_2011_2014,2450,1,689820,0.999981154859
annees_2011_2014,2450,0,689821,0.999982604485
annees_2011_2014,TCA1,3,689822,0.999984054112
annees_2011_2014,TCD1,1,689823,0.999985503738
annees_2011_2014,TCD2,0,689824,0.999986953364
annees_2011_2014,TCD2,1,689825,0.99998840299
annees_2011_2014,TCE3,2,689826,0.999989852617
annees_2011_2014,TCH2,2,689827,0.999991302243
annees_2011_2014,TCM2,3,689828,0.999992751869
annees_2011_2014,TCM3,1,689829,0.999994201495
annees_2011_2014,TEB1,2,689830,0.999995651121
annees_2011_2014,TEB2,1,689831,0.999997100748
annees_2011_2014,TEB2,3,689832,0.999998550374
annees_2011_2014,TTU2,3,689833,1.0
annees_2011_2014_purgees,TTH1,0,39876,0.102062702681
annees_2011_2014_purgees,3001,0,74530,0.190759685796
annees_2011_2014_purgees,TAJ1,0,93843,0.240191348371
annees_2011_2014_purgees,2432,0,109966,0.281458199493
annees_2011_2014_purgees,3256,0,124219,0.317938781831
annees_2011_2014_purgees,TAJ2,0,133986,0.342937438092
annees_2011_2014_purgees,TTH2,1,143405,0.367045387649
annees_2011_2014_purgees,TTH1,1,150875,0.386164867763
annees_2011_2014_purgees,TNJ1,0,158109,0.4046803054
annees_2011_2014_purgees,TTH3,0,165152,0.42270687815
annees_2011_2014_purgees,1423,0,171523,0.43901346554
annees_2011_2014_purgees,TAJ2,1,177876,0.455273981894
annees_2011_2014_purgees,TAJ1,1,184051,0.471078906888
annees_2011_2014_purgees,3001,1,190131,0.486640679189
annees_2011_2014_purgees,4304,0,196081,0.501869716228
annees_2011_2014_purgees,TTH3,1,201719,0.516300188635
annees_2011_2014_purgees,TAT1,0,207152,0.530205963128
annees_2011_2014_purgees,TRS3,1,212241,0.543231268924
annees_2011_2014_purgees,TTH2,0,217250,0.556051814559
annees_2011_2014_purgees,2753,0,221898,0.567948379963
annees_2011_2014_purgees,TTM1,0,226147,0.57882370406
annees_2011_2014_purgees,TMH2,0,229916,0.588470467186
annees_2011_2014_purgees,TAR1,0,233550,0.597771697539
annees_2011_2014_purgees,TMD1,0,237147,0.606978226316
annees_2011_2014_purgees,TTA2,0,240611,0.615844341325
annees_2011_2014_purgees,TTA1,0,244020,0.624569683722
annees_2011_2014_purgees,TTA1,1,247407,0.633238717075
annees_2011_2014_purgees,2432,1,250524,0.641216684882
annees_2011_2014_purgees,TAR1,1,253639,0.649189533684
annees_2011_2014_purgees,3002,0,256671,0.656949943819
annees_2011_2014_purgees,TTT3,0,259564,0.664354583172
annees_2011_2014_purgees,4437,0,262318,0.671403451744
annees_2011_2014_purgees,TOJ1,0,265050,0.678396011272
annees_2011_2014_purgees,TTG2,0,267716,0.685219643666
annees_2011_2014_purgees,3121,0,270361,0.691989526518
annees_2011_2014_purgees,TAJ3,0,272998,0.698738933353
annees_2011_2014_purgees,1326,0,275394,0.704871500201
annees_2011_2014_purgees,4207,0,277691,0.710750676348
annees_2011_2014_purgees,TMD1,1,279944,0.716517234407
annees_2011_2014_purgees,TTH1,2,282176,0.722230042923
annees_2011_2014_purgees,2801,1,284344,0.727779043309
annees_2011_2014_purgees,3256,1,286415,0.733079772
annees_2011_2014_purgees,TMH1,1,288474,0.738349786666
annees_2011_2014_purgees,TOJ1,1,290506,0.743550694777
annees_2011_2014_purgees,TTT2,0,292446,0.748516128702
annees_2011_2014_purgees,TCJ1,0,294383,0.753473884121
annees_2011_2014_purgees,TAT1,1,296244,0.758237117386
annees_2011_2014_purgees,TMP1,0,298053,0.762867256547
annees_2011_2014_purgees,3005,0,299813,0.767371980108
annees_2011_2014_purgees,TAJ3,1,301540,0.771792240102
annees_2011_2014_purgees,TTM1,1,303192,0.776020537444
annees_2011_2014_purgees,TAR3,0,304799,0.780133657196
annees_2011_2014_purgees,TNJ1,1,306399,0.784228860433
annees_2011_2014_purgees,TTH4,0,307987,0.788293349646
annees_2011_2014_purgees,TPG3,0,309544,0.792278494296
annees_2011_2014_purgees,TTG1,1,311025,0.796069116793
annees_2011_2014_purgees,3008,0,312498,0.799839263273
annees_2011_2014_purgees,2335,0,313955,0.803568457721
annees_2011_2014_purgees,TNJ2,0,315375,0.807202950594
annees_2011_2014_purgees,TTA2,1,316771,0.810776015418
annees_2011_2014_purgees,TNN1,0,318160,0.814331163729
annees_2011_2014_purgees,TAT2,0,319547,0.817881193035
annees_2011_2014_purgees,TTG1,0,320907,0.821362115787
annees_2011_2014_purgees,TMH1,0,322258,0.82482000302
annees_2011_2014_purgees,TTT2,1,323598,0.828249735731
annees_2011_2014_purgees,6012,0,324902,0.83158732637
annees_2011_2014_purgees,TCJ2,0,326061,0.834553789215
annees_2011_2014_purgees,TRS4,1,327218,0.837515133056
annees_2011_2014_purgees,TMA1,0,328331,0.840363858808
annees_2011_2014_purgees,4304,1,329432,0.843181870535
annees_2011_2014_purgees,TRS3,2,330507,0.84593333521
annees_2011_2014_purgees,TPG2,1,331578,0.848674561877
annees_2011_2014_purgees,TOK1,0,332622,0.85134668199
annees_2011_2014_purgees,1423,1,333572,0.853778208912
annees_2011_2014_purgees,3121,1,334487,0.856120153263
annees_2011_2014_purgees,TPG2,0,335395,0.8584441811
annees_2011_2014_purgees,TAR2,1,336299,0.860757970929
annees_2011_2014_purgees,TRS2,1,337200,0.863064082252
annees_2011_2014_purgees,2611,0,338088,0.865336920049
annees_2011_2014_purgees,TSE1,0,338974,0.867604638841
annees_2011_2014_purgees,TTH2,2,339821,0.869772537055
annees_2011_2014_purgees,2334,1,340666,0.871935316265
annees_2011_2014_purgees,TTA3,0,341481,0.874021310414
annees_2011_2014_purgees,TPG1,1,342291,0.876094507053
annees_2011_2014_purgees,4437,1,343092,0.878144668173
annees_2011_2014_purgees,TTM2,0,343870,0.880135960747
annees_2011_2014_purgees,TCJ1,1,344648,0.882127253322
annees_2011_2014_purgees,TNJ2,1,345413,0.884085272369
annees_2011_2014_purgees,2334,0,346154,0.885981863369
annees_2011_2014_purgees,TNN1,1,346877,0.887832383331
annees_2011_2014_purgees,TMA1,1,347595,0.889670105784
annees_2011_2014_purgees,TAR2,0,348310,0.891500149731
annees_2011_2014_purgees,TTA3,1,348987,0.893232932601
annees_2011_2014_purgees,TSE1,1,349658,0.894950358458
annees_2011_2014_purgees,2801,0,350315,0.896631951288
annees_2011_2014_purgees,TTT1,1,350968,0.898303306109
annees_2011_2014_purgees,4323,0,351608,0.899941387404
annees_2011_2014_purgees,1451,0,352237,0.901551314176
annees_2011_2014_purgees,TTT1,0,352837,0.90308701539
annees_2011_2014_purgees,TOK1,1,353431,0.904607359592
annees_2011_2014_purgees,TPG1,0,354025,0.906127703794
annees_2011_2014_purgees,TCF1,1,354604,0.907609655465
annees_2011_2014_purgees,TCP1,0,355155,0.90901994108
annees_2011_2014_purgees,TAT2,1,355684,0.910373917651
annees_2011_2014_purgees,TAR1,2,356191,0.911671585176
annees_2011_2014_purgees,TMP1,1,356678,0.912918062662
annees_2011_2014_purgees,2458,0,357154,0.914136385625
annees_2011_2014_purgees,2459,0,357627,0.915347030082
annees_2011_2014_purgees,4115,0,358095,0.916544877029
annees_2011_2014_purgees,TTH4,1,358547,0.917701771943
annees_2011_2014_purgees,TRC1,0,358992,0.918840750344
annees_2011_2014_purgees,TMD2,0,359428,0.919956693226
annees_2011_2014_purgees,TCE1,1,359849,0.921034243578
annees_2011_2014_purgees,2700,0,360256,0.922075960901
annees_2011_2014_purgees,3005,1,360640,0.923058809678
annees_2011_2014_purgees,TOP1,0,361024,0.924041658455
annees_2011_2014_purgees,TCB1,0,361404,0.925014269224
annees_2011_2014_purgees,TTA4,0,361776,0.925966403976
annees_2011_2014_purgees,TTH3,2,362143,0.926905741219
annees_2011_2014_purgees,TMP2,0,362507,0.927837399955
annees_2011_2014_purgees,TTT3,1,362866,0.928756261182
annees_2011_2014_purgees,TAR3,1,363192,0.929590658841
annees_2011_2014_purgees,TMM1,0,363506,0.930394342477
annees_2011_2014_purgees,2440,0,363814,0.9311826691
annees_2011_2014_purgees,4207,1,364122,0.931970995723
annees_2011_2014_purgees,TNJ3,0,364429,0.932756762844
annees_2011_2014_purgees,TOJ2,0,364735,0.933539970463
annees_2011_2014_purgees,1316,0,365041,0.934323178082
annees_2011_2014_purgees,TNJ3,1,365344,0.935098707196
annees_2011_2014_purgees,TAJ2,2,365647,0.935874236309
annees_2011_2014_purgees,TOP2,0,365942,0.936629289405
annees_2011_2014_purgees,TCA1,0,366234,0.937376663996
annees_2011_2014_purgees,TSE2,1,366519,0.938106122073
annees_2011_2014_purgees,TAU2,0,366801,0.938827901643
annees_2011_2014_purgees,2430,0,367082,0.939547121712
annees_2011_2014_purgees,2661,0,367360,0.940258663274
annees_2011_2014_purgees,TOK2,0,367635,0.940962526331
annees_2011_2014_purgees,TAJ4,0,367908,0.941661270383
annees_2011_2014_purgees,TCJ2,1,368181,0.942360014436
annees_2011_2014_purgees,2719,0,368448,0.943043401476
annees_2011_2014_purgees,TOP1,1,368710,0.943713991006
annees_2011_2014_purgees,2430,1,368964,0.94436410452
annees_2011_2014_purgees,0340,0,369217,0.945011658532
annees_2011_2014_purgees,4324,0,369467,0.945651534038
annees_2011_2014_purgees,TOH1,0,369717,0.946291409543
annees_2011_2014_purgees,3008,1,369966,0.946928725547
annees_2011_2014_purgees,TMH2,1,370207,0.947545565535
annees_2011_2014_purgees,TCS1,1,370447,0.94815984602
annees_2011_2014_purgees,0430,0,370683,0.948763888498
annees_2011_2014_purgees,TRC2,0,370918,0.949365371473
annees_2011_2014_purgees,5715,0,371150,0.949959175943
annees_2011_2014_purgees,TAJ1,2,371382,0.950552980412
annees_2011_2014_purgees,2440,1,371612,0.951141665877
annees_2011_2014_purgees,3002,1,371841,0.951727791841
annees_2011_2014_purgees,1326,1,372063,0.95229600129
annees_2011_2014_purgees,TSE2,0,372283,0.952859091735
annees_2011_2014_purgees,TCF1,2,372502,0.953419622678
annees_2011_2014_purgees,TCG1,1,372719,0.953975034617
annees_2011_2014_purgees,3006,0,372934,0.954525327552
annees_2011_2014_purgees,2717,0,373145,0.955065382479
annees_2011_2014_purgees,TSE1,2,373354,0.955600318402
annees_2011_2014_purgees,TNN1,2,373558,0.956122456815
annees_2011_2014_purgees,TTA1,2,373758,0.956634357219
annees_2011_2014_purgees,TNN3,0,373957,0.957143698122
annees_2011_2014_purgees,TAU1,0,374152,0.957642801017
annees_2011_2014_purgees,TNN2,1,374344,0.958134225405
annees_2011_2014_purgees,TCG1,0,374534,0.95862053079
annees_2011_2014_purgees,TOJ2,1,374717,0.95908891966
annees_2011_2014_purgees,2460,0,374899,0.959554749028
annees_2011_2014_purgees,TSE3,0,375080,0.960018018894
annees_2011_2014_purgees,TTG2,1,375258,0.960473610254
annees_2011_2014_purgees,TAT3,0,375431,0.960916404104
annees_2011_2014_purgees,2257,0,375603,0.961356638452
annees_2011_2014_purgees,TMD2,1,375771,0.961786634792
annees_2011_2014_purgees,TCJ3,1,375936,0.962208952626
annees_2011_2014_purgees,1412,0,376099,0.962626151456
annees_2011_2014_purgees,2432,2,376253,0.963020314768
annees_2011_2014_purgees,2452,0,376407,0.963414478079
annees_2011_2014_purgees,TAJ3,2,376561,0.963808641391
annees_2011_2014_purgees,TRC1,1,376712,0.964195126196
annees_2011_2014_purgees,TTT1,2,376863,0.964581611002
annees_2011_2014_purgees,3001,2,377013,0.964965536305
annees_2011_2014_purgees,2460,1,377161,0.965344342605
annees_2011_2014_purgees,TCE1,2,377308,0.965720589402
annees_2011_2014_purgees,TMP2,1,377449,0.966081479187
annees_2011_2014_purgees,TRL2,0,377588,0.966437249969
annees_2011_2014_purgees,6012,1,377725,0.966787901746
annees_2011_2014_purgees,5715,1,377858,0.967128315515
annees_2011_2014_purgees,TTA2,2,377989,0.96746361028
annees_2011_2014_purgees,3128,0,378119,0.967796345543
annees_2011_2014_purgees,TRS4,2,378247,0.968123961802
annees_2011_2014_purgees,TCG2,0,378374,0.968449018559
annees_2011_2014_purgees,TCJ3,0,378499,0.968768956312
annees_2011_2014_purgees,2804,1,378623,0.969086334563
annees_2011_2014_purgees,5725,0,378744,0.969396034308
annees_2011_2014_purgees,TNN2,0,378865,0.969705734052
annees_2011_2014_purgees,TTA4,1,378985,0.970012874295
annees_2011_2014_purgees,TNJ1,2,379099,0.970304657526
annees_2011_2014_purgees,2823,1,379212,0.970593881254
annees_2011_2014_purgees,3003,0,379322,0.970875426477
annees_2011_2014_purgees,TPG3,1,379431,0.971154412198
annees_2011_2014_purgees,TTM2,1,379539,0.971430838416
annees_2011_2014_purgees,2801,2,379646,0.971704705133
annees_2011_2014_purgees,TSP2,1,379752,0.971976012347
annees_2011_2014_purgees,2459,1,379858,0.972247319562
annees_2011_2014_purgees,TRL1,1,379963,0.972516067274
annees_2011_2014_purgees,TOJ1,2,380066,0.972779695982
annees_2011_2014_purgees,TAJ4,1,380168,0.973040765189
annees_2011_2014_purgees,TPG1,2,380266,0.973291596387
annees_2011_2014_purgees,TCP1,1,380363,0.973539868083
annees_2011_2014_purgees,TCJ4,0,380459,0.973785580278
annees_2011_2014_purgees,0342,1,380553,0.974026173468
annees_2011_2014_purgees,2611,1,380647,0.974266766658
annees_2011_2014_purgees,TAU2,1,380741,0.974507359848
annees_2011_2014_purgees,1251,0,380834,0.974745393536
annees_2011_2014_purgees,4323,1,380927,0.974983427224
annees_2011_2014_purgees,TRL2,1,381017,0.975213782406
annees_2011_2014_purgees,TOD1,0,381107,0.975444137589
annees_2011_2014_purgees,TTG3,0,381195,0.975669373767
annees_2011_2014_purgees,2631,0,381282,0.975892050443
annees_2011_2014_purgees,TSC1,0,381368,0.976112167617
annees_2011_2014_purgees,TOH1,1,381453,0.976329725289
annees_2011_2014_purgees,TON1,0,381537,0.976544723459
annees_2011_2014_purgees,TTA3,2,381621,0.976759721629
annees_2011_2014_purgees,2453,0,381705,0.976974719799
annees_2011_2014_purgees,2753,1,381788,0.977187158466
annees_2011_2014_purgees,TNJ2,2,381869,0.97739447813
annees_2011_2014_purgees,2001,1,381950,0.977601797794
annees_2011_2014_purgees,TMA1,2,382027,0.97779887945
annees_2011_2014_purgees,3125,0,382104,0.977995961106
annees_2011_2014_purgees,2319,0,382181,0.978193042762
annees_2011_2014_purgees,2602,0,382257,0.978387564915
annees_2011_2014_purgees,TTH2,3,382332,0.978579527567
annees_2011_2014_purgees,0650,1,382406,0.978768930717
annees_2011_2014_purgees,2749,0,382480,0.978958333867
annees_2011_2014_purgees,TTT3,2,382554,0.979147737016
annees_2011_2014_purgees,2454,0,382628,0.979337140166
annees_2011_2014_purgees,0640,0,382701,0.979523983814
annees_2011_2014_purgees,TOD2,0,382773,0.979708267959
annees_2011_2014_purgees,3009,0,382844,0.979889992603
annees_2011_2014_purgees,4115,1,382914,0.980069157745
annees_2011_2014_purgees,TSC1,1,382984,0.980248322886
annees_2011_2014_purgees,TOD1,1,383052,0.980422369024
annees_2011_2014_purgees,TAU1,1,383119,0.980593855659
annees_2011_2014_purgees,2457,0,383186,0.980765342295
annees_2011_2014_purgees,TTM1,2,383253,0.980936828931
annees_2011_2014_purgees,2719,1,383319,0.981105756064
annees_2011_2014_purgees,TAJ1,3,383384,0.981272123696
annees_2011_2014_purgees,TMM1,1,383449,0.981438491327
annees_2011_2014_purgees,TAT1,2,383514,0.981604858959
annees_2011_2014_purgees,TRL1,0,383578,0.981768667088
annees_2011_2014_purgees,TMD1,2,383642,0.981932475218
annees_2011_2014_purgees,2665,0,383705,0.982093723845
annees_2011_2014_purgees,TTH1,3,383768,0.982254972473
annees_2011_2014_purgees,1451,1,383830,0.982413661598
annees_2011_2014_purgees,0342,0,383892,0.982572350723
annees_2011_2014_purgees,4116,0,383954,0.982731039849
annees_2011_2014_purgees,TPG4,0,384015,0.982887169472
annees_2011_2014_purgees,0650,0,384076,0.983043299096
annees_2011_2014_purgees,TCS1,2,384137,0.983199428719
annees_2011_2014_purgees,2661,1,384197,0.983352998841
annees_2011_2014_purgees,TMA2,2,384257,0.983506568962
annees_2011_2014_purgees,TAD1,0,384317,0.983660139083
annees_2011_2014_purgees,3122,0,384376,0.983811149703
annees_2011_2014_purgees,TMA2,1,384435,0.983962160322
annees_2011_2014_purgees,TPG4,1,384494,0.984113170941
annees_2011_2014_purgees,TSP3,0,384553,0.984264181561
annees_2011_2014_purgees,2335,1,384611,0.984412632678
annees_2011_2014_purgees,TOH2,0,384669,0.984561083796
annees_2011_2014_purgees,2822,1,384727,0.984709534913
annees_2011_2014_purgees,3128,1,384784,0.984855426528
annees_2011_2014_purgees,TSP2,0,384841,0.985001318144
annees_2011_2014_purgees,2458,1,384897,0.985144650257
annees_2011_2014_purgees,TMA2,0,384950,0.985280303864
annees_2011_2014_purgees,TCG2,1,385003,0.985415957471
annees_2011_2014_purgees,TNJ4,0,385055,0.985549051577
annees_2011_2014_purgees,TRC3,0,385107,0.985682145682
annees_2011_2014_purgees,TMA3,1,385158,0.985812680285
annees_2011_2014_purgees,TON1,1,385209,0.985943214888
annees_2011_2014_purgees,TCG1,2,385259,0.986071189989
annees_2011_2014_purgees,TPH1,1,385308,0.986196605588
annees_2011_2014_purgees,TSP3,1,385357,0.986322021188
annees_2011_2014_purgees,3125,1,385406,0.986447436787
annees_2011_2014_purgees,3256,2,385455,0.986572852386
annees_2011_2014_purgees,1412,1,385503,0.986695708483
annees_2011_2014_purgees,TOK2,1,385551,0.98681856458
annees_2011_2014_purgees,TTT2,2,385599,0.986941420677
annees_2011_2014_purgees,1561,1,385646,0.987061717272
annees_2011_2014_purgees,TNN3,1,385693,0.987182013867
annees_2011_2014_purgees,4223,0,385739,0.98729975096
annees_2011_2014_purgees,TCP2,0,385785,0.987417488054
annees_2011_2014_purgees,TCM2,0,385831,0.987535225147
annees_2011_2014_purgees,2700,1,385876,0.987650402738
annees_2011_2014_purgees,3003,1,385921,0.987765580329
annees_2011_2014_purgees,2650,0,385966,0.98788075792
annees_2011_2014_purgees,2257,1,386009,0.987990816507
annees_2011_2014_purgees,4304,2,386052,0.988100875094
annees_2011_2014_purgees,1316,1,386095,0.988210933681
annees_2011_2014_purgees,TCJ1,2,386138,0.988320992268
annees_2011_2014_purgees,TPC2,1,386181,0.988431050855
annees_2011_2014_purgees,2802,1,386223,0.98853854994
annees_2011_2014_purgees,TAT2,2,386264,0.988643489523
annees_2011_2014_purgees,2437,0,386304,0.988745869604
annees_2011_2014_purgees,6013,0,386344,0.988848249685
annees_2011_2014_purgees,TAR3,2,386384,0.988950629765
annees_2011_2014_purgees,TMH1,2,386424,0.989053009846
annees_2011_2014_purgees,TTA1,3,386463,0.989152830425
annees_2011_2014_purgees,TPH1,0,386501,0.989250091502
annees_2011_2014_purgees,TAD1,1,386539,0.989347352579
annees_2011_2014_purgees,3121,2,386576,0.989442054154
annees_2011_2014_purgees,TMA1,3,386612,0.989534196227
annees_2011_2014_purgees,2649,0,386648,0.9896263383
annees_2011_2014_purgees,3006,1,386682,0.989713361368
annees_2011_2014_purgees,2803,1,386716,0.989800384437
annees_2011_2014_purgees,TRC2,1,386750,0.989887407506
annees_2011_2014_purgees,5725,1,386784,0.989974430575
annees_2011_2014_purgees,TCH1,0,386818,0.990061453644
annees_2011_2014_purgees,1251,1,386851,0.99014591721
annees_2011_2014_purgees,2455,0,386884,0.990230380777
annees_2011_2014_purgees,2440,2,386916,0.990312284842
annees_2011_2014_purgees,2258,0,386948,0.990394188907
annees_2011_2014_purgees,1562,1,386980,0.990476092971
annees_2011_2014_purgees,TPG3,2,387012,0.990557997036
annees_2011_2014_purgees,TPC2,0,387044,0.990639901101
annees_2011_2014_purgees,2724,0,387076,0.990721805166
annees_2011_2014_purgees,TPC1,1,387108,0.99080370923
annees_2011_2014_purgees,TPC1,0,387140,0.990885613295
annees_2011_2014_purgees,TRS2,0,387172,0.99096751736
annees_2011_2014_purgees,TON2,0,387203,0.991046861923
annees_2011_2014_purgees,TOK1,2,387234,0.991126206485
annees_2011_2014_purgees,2621,0,387265,0.991205551048
annees_2011_2014_purgees,2812,1,387295,0.991282336109
annees_2011_2014_purgees,1562,0,387325,0.991359121169
annees_2011_2014_purgees,TTU1,0,387354,0.991433346728
annees_2011_2014_purgees,0430,1,387383,0.991507572287
annees_2011_2014_purgees,2753,2,387412,0.991581797845
annees_2011_2014_purgees,TPC3,0,387440,0.991653463902
annees_2011_2014_purgees,2821,1,387468,0.991725129959
annees_2011_2014_purgees,TCG3,0,387496,0.991796796015
annees_2011_2014_purgees,1312,0,387524,0.991868462072
annees_2011_2014_purgees,4301,0,387552,0.991940128129
annees_2011_2014_purgees,2657,0,387580,0.992011794185
annees_2011_2014_purgees,1423,2,387608,0.992083460242
annees_2011_2014_purgees,TMP1,2,387635,0.992152566797
annees_2011_2014_purgees,TMD2,2,387662,0.992221673351
annees_2011_2014_purgees,4348,0,387689,0.992290779906
annees_2011_2014_purgees,5845,0,387716,0.99235988646
annees_2011_2014_purgees,2452,1,387742,0.992426433513
annees_2011_2014_purgees,TTG2,2,387768,0.992492980566
annees_2011_2014_purgees,TTG3,1,387794,0.992559527618
annees_2011_2014_purgees,TRN1,1,387820,0.992626074671
annees_2011_2014_purgees,TOF1,1,387846,0.992692621724
annees_2011_2014_purgees,TMB1,0,387871,0.992756609274
annees_2011_2014_purgees,1312,1,387896,0.992820596825
annees_2011_2014_purgees,TAU2,2,387921,0.992884584375
annees_2011_2014_purgees,2717,1,387946,0.992948571926
annees_2011_2014_purgees,TPG2,2,387970,0.993009999974
annees_2011_2014_purgees,TCS1,0,387994,0.993071428023
annees_2011_2014_purgees,2453,1,388018,0.993132856072
annees_2011_2014_purgees,TMH2,2,388042,0.99319428412
annees_2011_2014_purgees,TAR2,2,388066,0.993255712169
annees_2011_2014_purgees,5735,0,388090,0.993317140217
annees_2011_2014_purgees,TNJ3,2,388114,0.993378568266
