,c_netneh,transition,population,cdf
annees_2011_2014_purgees,TOF2,0,388137,0.993437436812
annees_2011_2014_purgees,TNJ4,1,388160,0.993496305359
annees_2011_2014_purgees,2804,0,388183,0.993555173905
annees_2011_2014_purgees,TAT3,1,388206,0.993614042452
annees_2011_2014_purgees,3122,1,388229,0.993672910998
annees_2011_2014_purgees,3008,2,388252,0.993731779545
annees_2011_2014_purgees,TAJ2,3,388275,0.993790648092
annees_2011_2014_purgees,TEQ2,1,388297,0.993846957136
annees_2011_2014_purgees,TCE2,1,388319,0.993903266181
annees_2011_2014_purgees,1315,0,388341,0.993959575225
annees_2011_2014_purgees,TOJ3,0,388362,0.994013324768
annees_2011_2014_purgees,TCA1,1,388383,0.99406707431
annees_2011_2014_purgees,2649,1,388404,0.994120823853
annees_2011_2014_purgees,TRA1,0,388425,0.994174573395
annees_2011_2014_purgees,TSE3,1,388446,0.994228322937
annees_2011_2014_purgees,2622,0,388467,0.99428207248
annees_2011_2014_purgees,TCJ2,2,388487,0.99433326252
annees_2011_2014_purgees,1561,0,388507,0.994384452561
annees_2011_2014_purgees,TSP4,0,388527,0.994435642601
annees_2011_2014_purgees,TMD3,0,388547,0.994486832642
annees_2011_2014_purgees,2823,0,388567,0.994538022682
annees_2011_2014_purgees,TTG1,2,388586,0.994586653221
annees_2011_2014_purgees,TOJ2,2,388605,0.994635283759
annees_2011_2014_purgees,TOF2,1,388624,0.994683914298
annees_2011_2014_purgees,4108,0,388643,0.994732544836
annees_2011_2014_purgees,2732,0,388662,0.994781175375
annees_2011_2014_purgees,TOP2,1,388680,0.994827246411
annees_2011_2014_purgees,5745,0,388698,0.994873317447
annees_2011_2014_purgees,2731,0,388716,0.994919388484
annees_2011_2014_purgees,TSP1,0,388734,0.99496545952
annees_2011_2014_purgees,2001,0,388752,0.995011530557
annees_2011_2014_purgees,TON2,1,388769,0.995055042091
annees_2011_2014_purgees,TTG4,0,388786,0.995098553625
annees_2011_2014_purgees,4437,2,388803,0.99514206516
annees_2011_2014_purgees,TAS1,1,388819,0.995183017192
annees_2011_2014_purgees,3129,0,388835,0.995223969225
annees_2011_2014_purgees,TCJ4,1,388851,0.995264921257
annees_2011_2014_purgees,0640,1,388867,0.995305873289
annees_2011_2014_purgees,4324,1,388883,0.995346825322
annees_2011_2014_purgees,2334,2,388898,0.995385217852
annees_2011_2014_purgees,TOF1,0,388913,0.995423610382
annees_2011_2014_purgees,TCH2,0,388928,0.995462002913
annees_2011_2014_purgees,TEQ1,1,388943,0.995500395443
annees_2011_2014_purgees,TAU1,2,388958,0.995538787973
annees_2011_2014_purgees,3130,0,388973,0.995577180504
annees_2011_2014_purgees,2454,1,388988,0.995615573034
annees_2011_2014_purgees,TCE1,3,389003,0.995653965564
annees_2011_2014_purgees,2817,1,389017,0.995689798593
annees_2011_2014_purgees,TNN2,2,389031,0.995725631621
annees_2011_2014_purgees,3009,1,389045,0.995761464649
annees_2011_2014_purgees,2822,0,389059,0.995797297678
annees_2011_2014_purgees,TEQ1,2,389073,0.995833130706
annees_2011_2014_purgees,TMP3,0,389087,0.995868963734
annees_2011_2014_purgees,TRD2,0,389101,0.995904796763
annees_2011_2014_purgees,TCM2,1,389115,0.995940629791
annees_2011_2014_purgees,TOJ1,3,389129,0.995976462819
annees_2011_2014_purgees,TOD2,1,389143,0.996012295848
annees_2011_2014_purgees,5735,1,389157,0.996048128876
annees_2011_2014_purgees,2456,0,389170,0.996081402402
annees_2011_2014_purgees,TSP2,2,389183,0.996114675929
annees_2011_2014_purgees,4104,0,389196,0.996147949455
annees_2011_2014_purgees,2768,0,389209,0.996181222981
annees_2011_2014_purgees,3005,2,389222,0.996214496508
annees_2011_2014_purgees,TRS1,0,389235,0.996247770034
annees_2011_2014_purgees,TAR1,3,389248,0.99628104356
annees_2011_2014_purgees,TTH4,2,389261,0.996314317086
annees_2011_2014_purgees,2813,1,389274,0.996347590613
annees_2011_2014_purgees,2821,0,389286,0.996378304637
annees_2011_2014_purgees,TAT1,3,389298,0.996409018661
annees_2011_2014_purgees,TTU1,1,389310,0.996439732686
annees_2011_2014_purgees,TOF3,0,389322,0.99647044671
annees_2011_2014_purgees,TMD3,1,389334,0.996501160734
annees_2011_2014_purgees,2611,2,389346,0.996531874758
annees_2011_2014_purgees,5910,0,389358,0.996562588783
annees_2011_2014_purgees,TCG2,2,389369,0.996590743305
annees_2011_2014_purgees,TPH2,1,389380,0.996618897827
annees_2011_2014_purgees,TPH2,0,389391,0.996647052349
annees_2011_2014_purgees,TOJ3,1,389402,0.996675206872
annees_2011_2014_purgees,2319,1,389413,0.996703361394
annees_2011_2014_purgees,TSP1,1,389424,0.996731515916
annees_2011_2014_purgees,TSE1,3,389435,0.996759670439
annees_2011_2014_purgees,TTU2,0,389446,0.996787824961
annees_2011_2014_purgees,TOA1,1,389457,0.996815979483
annees_2011_2014_purgees,TAD2,0,389468,0.996844134005
annees_2011_2014_purgees,TAJ4,2,389479,0.996872288528
annees_2011_2014_purgees,TTA4,2,389489,0.996897883548
annees_2011_2014_purgees,TPC1,2,389499,0.996923478568
annees_2011_2014_purgees,TOK3,1,389509,0.996949073588
annees_2011_2014_purgees,TAS1,0,389519,0.996974668608
annees_2011_2014_purgees,TMB1,1,389529,0.997000263629
annees_2011_2014_purgees,2457,1,389539,0.997025858649
annees_2011_2014_purgees,TCF1,3,389549,0.997051453669
annees_2011_2014_purgees,TOK2,2,389559,0.997077048689
annees_2011_2014_purgees,TOK3,0,389569,0.99710264371
annees_2011_2014_purgees,2642,0,389579,0.99712823873
annees_2011_2014_purgees,TOA1,0,389589,0.99715383375
annees_2011_2014_purgees,TRL1,2,389599,0.99717942877
annees_2011_2014_purgees,TSC1,2,389609,0.997205023791
annees_2011_2014_purgees,TSC2,0,389619,0.997230618811
annees_2011_2014_purgees,2767,0,389629,0.997256213831
annees_2011_2014_purgees,2803,0,389638,0.997279249349
annees_2011_2014_purgees,3001,3,389647,0.997302284867
annees_2011_2014_purgees,3133,0,389656,0.997325320386
annees_2011_2014_purgees,2657,2,389665,0.997348355904
annees_2011_2014_purgees,4207,2,389674,0.997371391422
annees_2011_2014_purgees,4301,1,389683,0.99739442694
annees_2011_2014_purgees,2657,1,389692,0.997417462459
annees_2011_2014_purgees,TTT2,3,389701,0.997440497977
annees_2011_2014_purgees,TOD1,2,389710,0.997463533495
annees_2011_2014_purgees,TOP1,2,389719,0.997486569013
annees_2011_2014_purgees,TSE2,2,389728,0.997509604531
annees_2011_2014_purgees,5920,0,389737,0.99753264005
annees_2011_2014_purgees,TCB1,1,389746,0.997555675568
annees_2011_2014_purgees,TCJ3,2,389755,0.997578711086
annees_2011_2014_purgees,2430,2,389763,0.997599187102
annees_2011_2014_purgees,TRD2,1,389771,0.997619663118
annees_2011_2014_purgees,TOC1,0,389779,0.997640139135
annees_2011_2014_purgees,3002,2,389787,0.997660615151
annees_2011_2014_purgees,TON1,2,389795,0.997681091167
annees_2011_2014_purgees,2602,1,389803,0.997701567183
annees_2011_2014_purgees,0550,1,389811,0.997722043199
annees_2011_2014_purgees,2804,2,389819,0.997742519215
annees_2011_2014_purgees,1326,2,389827,0.997762995232
annees_2011_2014_purgees,TMM1,2,389835,0.997783471248
annees_2011_2014_purgees,TMP2,2,389843,0.997803947264
annees_2011_2014_purgees,0423,0,389851,0.99782442328
annees_2011_2014_purgees,3123,0,389859,0.997844899296
annees_2011_2014_purgees,TSC2,1,389867,0.997865375313
annees_2011_2014_purgees,0221,0,389875,0.997885851329
annees_2011_2014_purgees,TCE2,2,389883,0.997906327345
annees_2011_2014_purgees,TTH3,3,389891,0.997926803361
annees_2011_2014_purgees,TTT3,3,389899,0.997947279377
annees_2011_2014_purgees,TEB1,0,389906,0.997965195891
annees_2011_2014_purgees,TMH2,3,389913,0.997983112406
annees_2011_2014_purgees,TPU1,0,389920,0.99800102892
annees_2011_2014_purgees,0550,0,389927,0.998018945434
annees_2011_2014_purgees,2802,0,389934,0.998036861948
annees_2011_2014_purgees,TRN1,0,389941,0.998054778462
annees_2011_2014_purgees,TRN3,0,389948,0.998072694976
annees_2011_2014_purgees,TTG1,3,389955,0.998090611491
annees_2011_2014_purgees,TTM1,3,389962,0.998108528005
annees_2011_2014_purgees,TCM3,0,389969,0.998126444519
annees_2011_2014_purgees,TCS1,3,389976,0.998144361033
annees_2011_2014_purgees,5710,0,389983,0.998162277547
annees_2011_2014_purgees,5715,2,389990,0.998180194061
annees_2011_2014_purgees,TAS1,2,389997,0.998198110576
annees_2011_2014_purgees,TCE3,1,390004,0.99821602709
annees_2011_2014_purgees,TOH2,1,390010,0.998231384102
annees_2011_2014_purgees,TTA2,3,390016,0.998246741114
annees_2011_2014_purgees,TRC3,1,390022,0.998262098126
annees_2011_2014_purgees,2717,2,390028,0.998277455138
annees_2011_2014_purgees,2023,1,390034,0.99829281215
annees_2011_2014_purgees,4109,0,390040,0.998308169163
annees_2011_2014_purgees,3256,3,390046,0.998323526175
annees_2011_2014_purgees,2432,3,390052,0.998338883187
annees_2011_2014_purgees,2621,1,390058,0.998354240199
annees_2011_2014_purgees,2812,0,390064,0.998369597211
annees_2011_2014_purgees,1506,0,390070,0.998384954223
annees_2011_2014_purgees,TMP3,1,390076,0.998400311235
annees_2011_2014_purgees,TOC1,1,390082,0.998415668248
annees_2011_2014_purgees,2650,1,390088,0.99843102526
annees_2011_2014_purgees,2719,2,390094,0.998446382272
annees_2011_2014_purgees,TRD1,1,390099,0.998459179782
annees_2011_2014_purgees,TRS1,1,390104,0.998471977292
annees_2011_2014_purgees,TSE3,2,390109,0.998484774802
annees_2011_2014_purgees,2813,2,390114,0.998497572312
annees_2011_2014_purgees,2631,1,390119,0.998510369822
annees_2011_2014_purgees,TPH3,0,390124,0.998523167333
annees_2011_2014_purgees,TAT2,3,390129,0.998535964843
annees_2011_2014_purgees,TCH1,1,390134,0.998548762353
annees_2011_2014_purgees,1252,1,390139,0.998561559863
annees_2011_2014_purgees,2823,2,390144,0.998574357373
annees_2011_2014_purgees,TPC3,1,390149,0.998587154883
annees_2011_2014_purgees,TAT3,2,390154,0.998599952393
annees_2011_2014_purgees,6012,2,390159,0.998612749903
annees_2011_2014_purgees,2822,2,390164,0.998625547413
annees_2011_2014_purgees,5855,0,390169,0.998638344924
annees_2011_2014_purgees,TNJ1,3,390174,0.998651142434
annees_2011_2014_purgees,0650,2,390179,0.998663939944
annees_2011_2014_purgees,2730,0,390184,0.998676737454
annees_2011_2014_purgees,0221,1,390189,0.998689534964
annees_2011_2014_purgees,2335,2,390194,0.998702332474
annees_2011_2014_purgees,TMD1,3,390199,0.998715129984
annees_2011_2014_purgees,3165,0,390204,0.998727927494
annees_2011_2014_purgees,2455,1,390209,0.998740725005
annees_2011_2014_purgees,1412,2,390214,0.998753522515
annees_2011_2014_purgees,1461,0,390219,0.998766320025
annees_2011_2014_purgees,3125,2,390224,0.998779117535
annees_2011_2014_purgees,2700,2,390228,0.998789355543
annees_2011_2014_purgees,TTU2,1,390232,0.998799593551
annees_2011_2014_purgees,TTM2,2,390236,0.998809831559
annees_2011_2014_purgees,TPG2,3,390240,0.998820069567
annees_2011_2014_purgees,2641,0,390244,0.998830307575
annees_2011_2014_purgees,0211,1,390248,0.998840545583
annees_2011_2014_purgees,TRS2,2,390252,0.998850783592
annees_2011_2014_purgees,TAR2,3,390256,0.9988610216
annees_2011_2014_purgees,2643,0,390260,0.998871259608
annees_2011_2014_purgees,2803,2,390264,0.998881497616
annees_2011_2014_purgees,TSP3,2,390268,0.998891735624
annees_2011_2014_purgees,TAD2,1,390272,0.998901973632
annees_2011_2014_purgees,1561,2,390276,0.99891221164
annees_2011_2014_purgees,2460,2,390280,0.998922449648
annees_2011_2014_purgees,2002,1,390284,0.998932687656
annees_2011_2014_purgees,1461,1,390288,0.998942925664
annees_2011_2014_purgees,3007,0,390292,0.998953163672
annees_2011_2014_purgees,4108,1,390296,0.998963401681
annees_2011_2014_purgees,TCA1,2,390300,0.998973639689
annees_2011_2014_purgees,2004,1,390304,0.998983877697
annees_2011_2014_purgees,TCD1,0,390308,0.998994115705
annees_2011_2014_purgees,TMD3,2,390312,0.999004353713
annees_2011_2014_purgees,TMA3,2,390316,0.999014591721
annees_2011_2014_purgees,1316,2,390320,0.999024829729
annees_2011_2014_purgees,3126,1,390324,0.999035067737
annees_2011_2014_purgees,TNN1,3,390328,0.999045305745
annees_2011_2014_purgees,TCG1,3,390332,0.999055543753
annees_2011_2014_purgees,1251,2,390336,0.999065781762
annees_2011_2014_purgees,3130,1,390340,0.99907601977
annees_2011_2014_purgees,3132,0,390344,0.999086257778
annees_2011_2014_purgees,TTH4,3,390347,0.999093936284
annees_2011_2014_purgees,2649,2,390350,0.99910161479
annees_2011_2014_purgees,TCH2,1,390353,0.999109293296
annees_2011_2014_purgees,1506,1,390356,0.999116971802
annees_2011_2014_purgees,TSC3,1,390359,0.999124650308
annees_2011_2014_purgees,4223,1,390362,0.999132328814
annees_2011_2014_purgees,0221,2,390365,0.99914000732
annees_2011_2014_purgees,TMP1,3,390368,0.999147685826
annees_2011_2014_purgees,TSP4,1,390371,0.999155364332
annees_2011_2014_purgees,3129,1,390374,0.999163042838
annees_2011_2014_purgees,TMD2,3,390377,0.999170721344
annees_2011_2014_purgees,2661,2,390380,0.999178399851
annees_2011_2014_purgees,5855,1,390383,0.999186078357
annees_2011_2014_purgees,TTT1,3,390386,0.999193756863
annees_2011_2014_purgees,0211,0,390389,0.999201435369
annees_2011_2014_purgees,TOP2,2,390392,0.999209113875
annees_2011_2014_purgees,0340,1,390395,0.999216792381
annees_2011_2014_purgees,2459,2,390398,0.999224470887
annees_2011_2014_purgees,2814,1,390401,0.999232149393
annees_2011_2014_purgees,4122,1,390404,0.999239827899
annees_2011_2014_purgees,2603,0,390407,0.999247506405
annees_2011_2014_purgees,TOA1,2,390410,0.999255184911
annees_2011_2014_purgees,TPU1,1,390413,0.999262863417
annees_2011_2014_purgees,TPH1,2,390416,0.999270541923
annees_2011_2014_purgees,0550,2,390419,0.999278220429
annees_2011_2014_purgees,0540,1,390422,0.999285898936
annees_2011_2014_purgees,TOD3,0,390425,0.999293577442
annees_2011_2014_purgees,4348,1,390428,0.999301255948
annees_2011_2014_purgees,TOD2,2,390431,0.999308934454
annees_2011_2014_purgees,TRD1,0,390434,0.99931661296
annees_2011_2014_purgees,4132,0,390437,0.999324291466
annees_2011_2014_purgees,2437,1,390440,0.999331969972
annees_2011_2014_purgees,TAJ3,3,390443,0.999339648478
annees_2011_2014_purgees,TOC2,0,390446,0.999347326984
annees_2011_2014_purgees,TRN2,0,390449,0.99935500549
annees_2011_2014_purgees,1252,0,390451,0.999360124494
annees_2011_2014_purgees,1253,0,390453,0.999365243498
annees_2011_2014_purgees,2212,0,390455,0.999370362502
annees_2011_2014_purgees,1253,1,390457,0.999375481506
annees_2011_2014_purgees,0200,1,390459,0.99938060051
annees_2011_2014_purgees,0640,2,390461,0.999385719514
annees_2011_2014_purgees,1253,2,390463,0.999390838518
annees_2011_2014_purgees,1312,2,390465,0.999395957523
annees_2011_2014_purgees,1451,2,390467,0.999401076527
annees_2011_2014_purgees,1313,0,390469,0.999406195531
annees_2011_2014_purgees,2437,2,390471,0.999411314535
annees_2011_2014_purgees,1315,1,390473,0.999416433539
annees_2011_2014_purgees,2642,1,390475,0.999421552543
annees_2011_2014_purgees,2458,2,390477,0.999426671547
annees_2011_2014_purgees,2257,2,390479,0.999431790551
annees_2011_2014_purgees,2456,1,390481,0.999436909555
annees_2011_2014_purgees,0012,1,390483,0.999442028559
annees_2011_2014_purgees,TCJ1,3,390485,0.999447147563
annees_2011_2014_purgees,3009,2,390487,0.999452266567
annees_2011_2014_purgees,TPG1,3,390489,0.999457385571
annees_2011_2014_purgees,3121,3,390491,0.999462504575
annees_2011_2014_purgees,TAU2,3,390493,0.999467623579
annees_2011_2014_purgees,TPC2,2,390495,0.999472742583
annees_2011_2014_purgees,TOT2,1,390497,0.999477861587
annees_2011_2014_purgees,TNJ4,2,390499,0.999482980591
annees_2011_2014_purgees,TOT1,1,390501,0.999488099595
annees_2011_2014_purgees,3133,1,390503,0.999493218599
annees_2011_2014_purgees,TAR3,3,390505,0.999498337603
annees_2011_2014_purgees,TTU2,2,390507,0.999503456607
annees_2011_2014_purgees,3143,0,390509,0.999508575612
annees_2011_2014_purgees,TAD1,2,390511,0.999513694616
annees_2011_2014_purgees,TOJ3,2,390513,0.99951881362
annees_2011_2014_purgees,5930,0,390515,0.999523932624
annees_2011_2014_purgees,4116,1,390517,0.999529051628
annees_2011_2014_purgees,4122,0,390519,0.999534170632
annees_2011_2014_purgees,4132,1,390521,0.999539289636
annees_2011_2014_purgees,5920,1,390523,0.99954440864
annees_2011_2014_purgees,TOH1,2,390525,0.999549527644
annees_2011_2014_purgees,4323,2,390527,0.999554646648
annees_2011_2014_purgees,TOF1,3,390529,0.999559765652
annees_2011_2014_purgees,5910,1,390531,0.999564884656
annees_2011_2014_purgees,TOD3,2,390533,0.99957000366
annees_2011_2014_purgees,TOD3,1,390535,0.999575122664
annees_2011_2014_purgees,TOC2,1,390537,0.999580241668
annees_2011_2014_purgees,5725,2,390539,0.999585360672
annees_2011_2014_purgees,5865,1,390541,0.999590479676
annees_2011_2014_purgees,5845,2,390543,0.99959559868
annees_2011_2014_purgees,5845,1,390545,0.999600717684
annees_2011_2014_purgees,TNJ2,3,390547,0.999605836688
annees_2011_2014_purgees,TCE2,3,390549,0.999610955692
annees_2011_2014_purgees,TSP1,2,390551,0.999616074697
annees_2011_2014_purgees,TEB2,2,390553,0.999621193701
annees_2011_2014_purgees,2766,0,390555,0.999626312705
annees_2011_2014_purgees,TRS3,3,390557,0.999631431709
annees_2011_2014_purgees,TRN2,1,390559,0.999636550713
annees_2011_2014_purgees,TMH1,3,390561,0.999641669717
annees_2011_2014_purgees,TRN1,2,390563,0.999646788721
annees_2011_2014_purgees,2802,2,390565,0.999651907725
annees_2011_2014_purgees,2812,2,390567,0.999657026729
annees_2011_2014_purgees,2813,0,390569,0.999662145733
annees_2011_2014_purgees,2814,0,390571,0.999667264737
annees_2011_2014_purgees,2815,0,390573,0.999672383741
annees_2011_2014_purgees,TTG3,2,390575,0.999677502745
annees_2011_2014_purgees,TRD4,1,390577,0.999682621749
annees_2011_2014_purgees,TTG4,1,390579,0.999687740753
annees_2011_2014_purgees,TEB4,1,390581,0.999692859757
annees_2011_2014_purgees,TCJ2,3,390583,0.999697978761
annees_2011_2014_purgees,3002,3,390585,0.999703097765
annees_2011_2014_purgees,2658,0,390587,0.999708216769
annees_2011_2014_purgees,TEB1,1,390589,0.999713335773
annees_2011_2014_purgees,TNN3,3,390590,0.999715895275
annees_2011_2014_purgees,TCP1,2,390591,0.999718454777
annees_2011_2014_purgees,TCJ4,2,390592,0.999721014279
annees_2011_2014_purgees,TNN3,2,390593,0.999723573781
annees_2011_2014_purgees,TEB1,2,390594,0.999726133284
annees_2011_2014_purgees,TEB2,1,390595,0.999728692786
annees_2011_2014_purgees,TNN2,3,390596,0.999731252288
annees_2011_2014_purgees,TEB3,1,390597,0.99973381179
annees_2011_2014_purgees,1326,3,390598,0.999736371292
annees_2011_2014_purgees,TEB3,2,390599,0.999738930794
annees_2011_2014_purgees,TEQ2,2,390600,0.999741490296
annees_2011_2014_purgees,1353,0,390601,0.999744049798
annees_2011_2014_purgees,2650,2,390602,0.9997466093
annees_2011_2014_purgees,TOC1,2,390603,0.999749168802
annees_2011_2014_purgees,1313,1,390604,0.999751728304
annees_2011_2014_purgees,0031,0,390605,0.999754287806
annees_2011_2014_purgees,TTU1,2,390606,0.999756847308
annees_2011_2014_purgees,0211,2,390607,0.99975940681
annees_2011_2014_purgees,TTA4,3,390608,0.999761966312
annees_2011_2014_purgees,TTA3,3,390609,0.999764525814
annees_2011_2014_purgees,TSP2,3,390610,0.999767085316
annees_2011_2014_purgees,TSC2,2,390611,0.999769644818
annees_2011_2014_purgees,0422,1,390612,0.99977220432
annees_2011_2014_purgees,TRD4,0,390613,0.999774763822
annees_2011_2014_purgees,0430,2,390614,0.999777323324
annees_2011_2014_purgees,TRC4,0,390615,0.999779882826
annees_2011_2014_purgees,0540,0,390616,0.999782442328
annees_2011_2014_purgees,TPH3,1,390617,0.99978500183
annees_2011_2014_purgees,TPH2,2,390618,0.999787561332
annees_2011_2014_purgees,TPG4,3,390619,0.999790120834
annees_2011_2014_purgees,TPG4,2,390620,0.999792680336
annees_2011_2014_purgees,TPC2,3,390621,0.999795239838
annees_2011_2014_purgees,TOT1,2,390622,0.99979779934
annees_2011_2014_purgees,0650,3,390623,0.999800358842
annees_2011_2014_purgees,TOP2,3,390624,0.999802918344
annees_2011_2014_purgees,TON2,2,390625,0.999805477846
annees_2011_2014_purgees,TOK2,3,390626,0.999808037348
annees_2011_2014_purgees,TOK1,3,390627,0.99981059685
annees_2011_2014_purgees,TCH1,2,390628,0.999813156352
annees_2011_2014_purgees,TOH2,2,390629,0.999815715854
annees_2011_2014_purgees,TOH1,3,390630,0.999818275356
annees_2011_2014_purgees,TOF2,2,390631,0.999820834858
annees_2011_2014_purgees,TOJ2,3,390632,0.99982339436
annees_2011_2014_purgees,2017,0,390633,0.999825953862
annees_2011_2014_purgees,TCG3,2,390634,0.999828513364
annees_2011_2014_purgees,3112,0,390635,0.999831072866
annees_2011_2014_purgees,2821,2,390636,0.999833632368
annees_2011_2014_purgees,2822,3,390637,0.999836191871
annees_2011_2014_purgees,3003,2,390638,0.999838751373
annees_2011_2014_purgees,3005,3,390639,0.999841310875
annees_2011_2014_purgees,2458,3,390640,0.999843870377
annees_2011_2014_purgees,3010,0,390641,0.999846429879
annees_2011_2014_purgees,3122,2,390642,0.999848989381
annees_2011_2014_purgees,TCG3,1,390643,0.999851548883
annees_2011_2014_purgees,3123,2,390644,0.999854108385
annees_2011_2014_purgees,3126,0,390645,0.999856667887
annees_2011_2014_purgees,3127,0,390646,0.999859227389
annees_2011_2014_purgees,3128,2,390647,0.999861786891
annees_2011_2014_purgees,3132,1,390648,0.999864346393
annees_2011_2014_purgees,3141,0,390649,0.999866905895
annees_2011_2014_purgees,2817,2,390650,0.999869465397
annees_2011_2014_purgees,2817,0,390651,0.999872024899
annees_2011_2014_purgees,2815,1,390652,0.999874584401
annees_2011_2014_purgees,2801,3,390653,0.999877143903
annees_2011_2014_purgees,2768,1,390654,0.999879703405
annees_2011_2014_purgees,2622,1,390655,0.999882262907
annees_2011_2014_purgees,2767,2,390656,0.999884822409
annees_2011_2014_purgees,2753,3,390657,0.999887381911
annees_2011_2014_purgees,2641,1,390658,0.999889941413
annees_2011_2014_purgees,2749,1,390659,0.999892500915
annees_2011_2014_purgees,2724,2,390660,0.999895060417
annees_2011_2014_purgees,2719,3,390661,0.999897619919
annees_2011_2014_purgees,2643,1,390662,0.999900179421
annees_2011_2014_purgees,2665,2,390663,0.999902738923
annees_2011_2014_purgees,2665,1,390664,0.999905298425
annees_2011_2014_purgees,2658,2,390665,0.999907857927
annees_2011_2014_purgees,2658,1,390666,0.999910417429
annees_2011_2014_purgees,3141,1,390667,0.999912976931
annees_2011_2014_purgees,2452,2,390668,0.999915536433
annees_2011_2014_purgees,4104,1,390669,0.999918095935
annees_2011_2014_purgees,2023,2,390670,0.999920655437
annees_2011_2014_purgees,TCG2,3,390671,0.999923214939
annees_2011_2014_purgees,1562,2,390672,0.999925774441
annees_2011_2014_purgees,TCD2,0,390673,0.999928333943
annees_2011_2014_purgees,2001,2,390674,0.999930893445
annees_2011_2014_purgees,TCD1,1,390675,0.999933452947
annees_2011_2014_purgees,2003,1,390676,0.999936012449
annees_2011_2014_purgees,TCA1,3,390677,0.999938571951
annees_2011_2014_purgees,2012,0,390678,0.999941131453
annees_2011_2014_purgees,2012,1,390679,0.999943690955
annees_2011_2014_purgees,2013,1,390680,0.999946250458
annees_2011_2014_purgees,2014,2,390681,0.99994880996
annees_2011_2014_purgees,2017,1,390682,0.999951369462
annees_2011_2014_purgees,2017,2,390683,0.999953928964
annees_2011_2014_purgees,2022,1,390684,0.999956488466
annees_2011_2014_purgees,TAU1,3,390685,0.999959047968
annees_2011_2014_purgees,2450,0,390686,0.99996160747
annees_2011_2014_purgees,TAD2,2,390687,0.999964166972
annees_2011_2014_purgees,2258,1,390688,0.999966726474
annees_2011_2014_purgees,2319,2,390689,0.999969285976
annees_2011_2014_purgees,5745,1,390690,0.999971845478
annees_2011_2014_purgees,2335,3,390691,0.99997440498
annees_2011_2014_purgees,4437,3,390692,0.999976964482
annees_2011_2014_purgees,4328,2,390693,0.999979523984
annees_2011_2014_purgees,4328,1,390694,0.999982083486
annees_2011_2014_purgees,4328,0,390695,0.999984642988
annees_2011_2014_purgees,4327,1,390696,0.99998720249
annees_2011_2014_purgees,4301,2,390697,0.999989761992
annees_2011_2014_purgees,4207,3,390698,0.999992321494
annees_2011_2014_purgees,4115,2,390699,0.999994880996
annees_2011_2014_purgees,4112,1,390700,0.999997440498
annees_2011_2014_purgees,TTU2,3,390701,1.0
